inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"광주광역시 동구  필문대로 157",126.93200303654068,35.15661562669998,948268,1684744,,"61411","2911059000","2911011000","291102009007","2911011000105390029000001"
"광주광역시 동구  남문로 570 ",126.93344994308092,35.12210500386256,948378,1680916,,"61502","2911074000","2911011900","291103159003","2911011900106740000015240"
"광주광역시 동구  지호로 131",126.94278987890168,35.14944304492513,949246,1683943,,"61447","2911063000","2911011100","291103159016","2911011100100770001000001"
"광주광역시 서구  운천로 30",126.8593980440884,35.135324954034026,941640,1682423,,"62036","2914082100","2914013000","291403160035","2914013000107650000019839"
"광주광역시 서구  상무연하로 106",126.8505482869455,35.15776631399551,940850,1684917,,"61947","2914074500","2914012000","291403160020","2914012000112030004000001"
"광주광역시 서구  화운로 160",126.87694511668288,35.153198052215444,943251,1684395,,"61979","2914076000","2914011900","291403160065","2914011900107850007022963"
"광주광역시 서구  화정로 316",126.89032709543953,35.15044379478443,944468,1684082,,"61931","2914066000","2914010600","291403160058","2914010600106300010025788"
"광주광역시 서구  유림로98번길 6",126.86442294400244,35.170923575175244,942123,1686368,,"61903","2914084000","2914013300","291404280560","2917010800112790000000001"
"광주광역시 서구  염화로134번길 84",,,,,,,,,,
"광주광역시 서구  풍암1로 33",126.87888761278482,35.12439853656748,943408,1681200,,"62063","2914083000","2914012800","291403160047","2914012800111250002000001"
"광주광역시 남구  월산로 30 ",126.90061691535571,35.141072309852724,945399,1683037,,"61650","2915560500","2915510400","291553009015","2915510400101170016000001"
"광주광역시 남구  대남대로149번길 8",126.9086231385275,35.13296922859568,946123,1682134,,"61688","2915553700","2915510600","291554283153","2915510600112620010000001"
"광주광역시 남구  화산로 27",126.89974300258812,35.11206904041918,945300,1679821,,"61715","2915571000","2915510800","291553009009","2915510800105000036031526"
"광주광역시 남구  천변좌로 410 ",126.91523616012087,35.142974204139755,946732,1683240,,"61640","2915554500","2915510100","291553009007","2915510100101770000030036"
"광주광역시 남구  회재로1217번길 7",126.89346852677743,35.13395834516987,944743,1682252,,"61608","2915570000","2915510600","291554283720","2915510600100900014010268"
"광주광역시 남구  고싸움로 136",126.83455602085881,35.08023202728296,939336,1676328,,"61751","2915573000","2915512000","291553161001","2915512000104110033015917"
"광주광역시 북구  중문로 63",126.9198376974326,35.178271003844074,947174,1687152,,"61190","2917062000","2917011000","291703162069","2917011000106330003021165"
"광주광역시 북구  북문대로 240",126.86614210199357,35.18711807636581,942291,1688163,,"61096","2917061500","2917010800","291702009002","2917010800111560001048587"
"광주광역시 북구  군왕로 146",126.9331549351673,35.17415917482616,948384,1686689,,"61155","2917066200","2917011400","291703162002","2917011400108260043000001"
"광주광역시 북구  문화소통로 78",126.90250265833944,35.183434628393904,945599,1687734,,"61177","2917059000","2917010700","291703162018","2917010700114170002000001"
"광주광역시 북구  설죽로 489",126.89817378197712,35.20300710442356,945218,1689907,,"61040","2917066900","2917012700","291703162033","2917012700108400005000001"
"광주광역시 북구  대천로 146",126.92151094669471,35.18701649320019,947332,1688121,,"61129","2917065600","2917011200","291703162009","2917011200109960007036691"
"광주광역시 북구  태봉로 57",126.9050379889151,35.16257271058993,945816,1685419,,"61251","2917058000","2917010600","291703162079","2917010600100130007030648"
"광주광역시 북구  본촌마을길102번길 17",126.87968749083544,35.21854920124426,943546,1691641,,"61027","2917069500","2917012600","291704286279","2917012600106490000045427"
"광주광역시 북구  동문대로 642 ",126.94883236341481,35.21387932371359,949836,1691086,,"61140","2917068500","2917012100","291702162002","2917012100106850001037549"
"대전광역시 중구  보문로 162번길 22",127.42702000739277,36.31806589663182,993449,1813415,,"34937","3014063000","3014011000","301404295350","3014011000100770057013419"
"대전광역시 중구  중앙로 14",127.41400325708952,36.32252890819947,992281,1813911,,"34944","3014072000","3014011600","301403164033","3014011600100010004031154"
"대전광역시 중구 문화로 115-2",127.39835169642254,36.3128520495261,990875,1812839,,"34985","3014071000","3014011500","301403165047","3014011500102710014020842"
"대전광역시 중구 보문산로 193",127.40190255817359,36.30607538011394,991193,1812087,,"35007","3014073000","3014011600","301403010022","3014011600105840009021621"
"대전광역시 중구 우암로 14-1",127.42116638703504,36.33406460269568,992925,1815190,,"34831","3014053500","3014010200","301403010014","3014010200100770016001252"
"대전광역시 중구  대종로 661-1",127.41254754331014,36.33911626501124,992152,1815751,,"34812","3014056000","3014010400","301403010004","3014010400101020004001325"
"대전광역시 동구  동서대로1695번길 54",127.43697444524959,36.35190649466067,994345,1817168,,"34551","3011064000","3011011500","301104292211","3011011500100680026000001"
"대전광역시 동구  역전시장길 7",127.43388260706575,36.33103411023861,994066,1814853,,"34629","3011051500","3011011900","301104292401","3011011900100010286022715"
"대전광역시 동구  우암로 304",127.44930433712946,36.34664735870735,995451,1816584,,"34507","3011063000","3011011400","301103010014","3011011400101710004007287"
"대전광역시 동구  대전로 501",127.44887152046299,36.30976497711269,995410,1812493,,"34690","3011053000","3011010400","301103010002","3011010400100680007032884"
"대전광역시 동구  옥천로 403",127.47445121551321,36.330671018250214,997707,1814811,,"34500","3011072500","3011012200","301103000091","3011012200105650000000004"
"대전광역시 동구  산내로 1332",127.46750750490573,36.282265212860395,997082,1809442,,"34703","3011074000","3011013600","301103000089","3011013600101920002000001"
"대전광역시 서구  계백로 1366",127.3739825511407,36.31026845230699,988687,1812555,,"35400","3017053000","3017010300","301703000095","3017010300101890007031345"
"대전광역시 서구  갈마로 246",127.38108696444212,36.33383310707931,989328,1815168,,"35314","3017057500","3017011000","301703166004","3017011000100020000023153"
"대전광역시 서구  관저로 65",127.32899338967584,36.29918664133272,984646,1811332,,"35371","3017059700","3017011600","301703166008","3017011600111350000019037"
"대전광역시 서구  용소로40번길 7",127.35234149557178,36.30902659354712,986744,1812420,,"35369","3017059000","3017011400","301704298634","3017011400111740000000001"
"대전광역시 대덕구  대덕대로 1427",,,,,,,,,,
"대전광역시 대덕구  한밭대로 1084",127.41885689412152,36.35842271908744,992720,1817892,,"34426","3023054600","3023010900","302302010004","3023010900102590010023136"
"대전광역시 대덕구  동춘당로 63",127.44225987704857,36.36340380432636,994820,1818443,,"34420","3023054300","3023010700","302303168007","3023010700105010002021682"
"대전광역시 대덕구  대전로 1386",127.42139041752796,36.37723050893758,992949,1819978,,"34360","3023052500","3023010300","302303010002","3023010300102470007007381"
"대전광역시 서구 둔산남로 9번길 21",127.37794355876021,36.348894709959836,989048,1816839,,"35234","3017064000","3017011200","301704298316","3017011200111580001022312"
"대전광역시 서구 신갈마로 211",127.36835281901004,36.35265296959887,988188,1817257,,"35275","3017058200","3017011100","301703166037","3017011100102930012004610"
"대전광역시 서구 청사로 27-7",127.36683542854632,36.36016111563078,988053,1818090,,"35210","3017058800","3017011300","301703166051","3017011300103100001020177"
"대전광역시 서구 청사로 277",127.39467909625829,36.35995450241631,990551,1818064,,"35205","3017063000","3017011200","301703166051","3017011200109080004020110"
"대전광역시 유성구  문화원로 136",127.35074407267948,36.35814068131478,986609,1817868,,"34185","3020053000","3020011100","302003167023","3020011100106760001012930"
"대전광역시 유성구  가정로 318",127.37809830883677,36.38544323430399,989067,1820893,,"34130","3020055000","3020012700","302003167001","3020012700103940002005756"
"대전광역시 유성구  은구비로 72",127.32312885608782,36.37584525806378,984135,1819836,,"34084","3020054700","3020012000","302003167058","3020012000109210000009111"
"대전광역시 유성구 신성로 71",127.34849802842743,36.38982688116324,986413,1821383,,"34107","3020055000","3020012500","302003167040","3020012500101410002005455"
"대전광역시 유성구 복용북로75번길 19",127.3160595036728,36.34319887919638,983494,1816216,,"34162","3020053000","3020011600","302004301547","3020011600105970001000001"
"대전광역시 유성구 구룡달전로 21",127.38361413476777,36.44003647143591,989569,1826948,,"34006","3020058000","3020014500","302003000097","3020014500102960000000001"
"대전광역시 유성구  원내동 95",127.32076585734713,36.302681611308216,983908,1811721,,"34227","3020052000","3020010100","302004301306","3020010100100950000000001"
"울산광역시 중구 종가5길 55",129.29727720750836,35.560028691004156,1162888,1730822,,"44539","3111060000","3111011000","311104307550","3111011100102160001000001"
"울산광역시 중구 학산로 7",129.3296643557877,35.555944369180445,1165832,1730423,,"44520","3111051000","3111010100","311103169022","3111010100103490004018086"
"울산광역시 중구 병영성7길 11",129.34602831773796,35.579179111067994,1167267,1733028,,"44483","3111063000","3111011400","311104307234","3111011400100610006000001"
"울산광역시 중구 반구정10길 4",129.3414049181091,35.556054062438335,1166896,1730455,,"44501","3111052000","3111011800","311104307184","3111011800105830003018992"
"울산광역시 중구 성안로 257",129.32290509423777,35.58092847163151,1165168,1733183,,"44416","3111065000","3111010900","311103169014","3111010900103790007000001"
"울산광역시 남구 돋질로 118",129.31855460712092,35.53931729383269,1164859,1728560,,"44692","3114056000","3114010500","311403170015","3114010500106360001013622"
"울산광역시 남구 번영로 217",129.32449249396345,35.54435719132033,1165387,1729129,,"44687","3114055000","3114010400","311403169026","3114010400101300006009209"
"울산광역시 남구 수암로 277",129.3352598406272,35.52216076803239,1166409,1726685,,"44766","3114067000","3114010800","311403170032","3114010800103850028003107"
"울산광역시 남구 대공원입구로21번길 16",129.29254476275614,35.53428869827644,1162511,1727959,,"44662","3114060000","3114010200","311404310863","3114010200102490014000001"
"울산광역시 남구 신복로22번길 22",129.26000456649703,35.550752123862885,1159528,1729732,,"44603","3114059500","3114010100","311404310568","3114010100115320003000001"
"울산광역시 남구 화합로194번길 17",129.34139481456012,35.542107856477145,1166924,1728908,,"44713","3114057000","3114010600","311404310842","3114010600115540002005685"
"울산광역시 동구 월봉12길 77",129.42116039474737,35.49107317564486,1174266,1723385,,"44083","3117053000","3117010200","311704313186","3117010200108800032013971"
"울산광역시 동구 진성4길 20",129.42872024758265,35.50897355371295,1174913,1725384,,"44044","3117056000","3117010400","311704313228","3117010400106510006000001"
"울산광역시 동구 동해안로 54",129.4290926275408,35.54203455697179,1174875,1729052,,"44007","3117058000","3117010700","311703000101","3117010700106180001004684"
"울산광역시 동구 방어진순환도로 961",129.4329893063643,35.526998280756374,1175261,1727391,,"44026","3117059000","3117010800","311702011001","3117010800102310000013288"
